,id_images,xmin,xmax,ymin,ymax,annot_V
85,33,0.7766709511568124,0.8258354755784062,0.48292824074074076,0.5405092592592593,V1
86,33,0.7445372750642674,0.7863110539845758,0.6293402777777778,0.6626157407407407,V1
87,33,0.7641388174807198,0.8136246786632391,0.5428240740740741,0.5737847222222222,V1
88,34,0.7445372750642674,0.7840616966580977,0.5827546296296297,0.6203703703703703,V1
89,35,0.8184447300771208,0.852827763496144,0.2633101851851852,0.29890046296296297,V1
90,36,0.5475578406169666,0.5796915167095116,0.8666087962962963,0.9152199074074074,V1
91,36,0.5080334190231363,0.5449871465295629,0.6825810185185185,0.7178819444444444,V1
92,37,0.7445372750642674,0.7840616966580977,0.7690972222222222,0.8200231481481481,V1
93,38,0.747107969151671,0.781491002570694,0.7757523148148148,0.8090277777777778,V1
94,39,0.7075835475578406,0.7567480719794345,0.8023726851851852,0.8310185185185185,V1
95,40,0.631426735218509,0.6780205655526992,0.49189814814814814,0.5405092592592593,V1
96,40,0.8210154241645244,0.8553984575835476,0.5361689814814815,0.5804398148148148,V1
97,40,0.7345758354755784,0.7741002570694088,0.6669560185185185,0.6979166666666666,V1
98,41,0.38496143958868895,0.42705655526992287,0.22366898148148148,0.265625,V1
99,42,0.6584190231362468,0.7075835475578406,0.6759259259259259,0.7245370370370371,V1
100,43,0.7323264781491002,0.7840616966580977,0.6579861111111112,0.7045717592592593,V1
101,44,0.5279562982005142,0.5723007712082262,0.8177083333333334,0.8466435185185185,V1
102,44,0.47847043701799485,0.5179948586118251,0.8310185185185185,0.8686342592592593,V1
103,45,0.5895833333333333,0.6291666666666667,0.5768025078369906,0.6206896551724138,V1
104,46,0.36053984575835474,0.3949228791773779,0.6226851851851852,0.6536458333333334,V1
105,47,0.769280205655527,0.8184447300771208,0.6359953703703703,0.6712962962962963,V1
106,47,0.8232647814910026,0.8602185089974294,0.6712962962962963,0.7158564814814815,V1
107,47,0.7197943444730077,0.7618894601542416,0.4652777777777778,0.5005787037037037,V1
108,48,0.6902313624678663,0.7345758354755784,0.5760995370370371,0.6270254629629629,V1
109,49,0.791452442159383,0.8210154241645244,0.12152777777777778,0.15914351851851852,V1
110,49,0.7345758354755784,0.781491002570694,0.11255787037037036,0.15046296296296297,V1
111,50,0.7101542416452442,0.747107969151671,0.5561342592592593,0.5917245370370371,V1
112,51,0.7641388174807198,0.8110539845758354,0.6027199074074074,0.6469907407407407,V1
113,51,0.7297557840616966,0.7741002570694088,0.7158564814814815,0.7578125,V1
114,52,0.6288560411311054,0.6732005141388174,0.8532986111111112,0.8909143518518519,V1
115,52,0.4736503856041131,0.5179948586118251,0.6759259259259259,0.7135416666666666,V1
116,52,0.46368894601542415,0.5179948586118251,0.7092013888888888,0.7534722222222222,V1
117,53,0.747107969151671,0.781491002570694,0.25462962962962965,0.29224537037037035,V1
118,54,0.5597686375321337,0.5944730077120822,0.6579861111111112,0.6912615740740741,V1
119,55,0.35539845758354754,0.40713367609254497,0.4476273148148148,0.4895833333333333,V1
120,56,0.4736503856041131,0.5057840616966581,0.7777777777777778,0.8000578703703703,V1
121,57,0.5006426735218509,0.5475578406169666,0.6137152777777778,0.6603009259259259,V1
122,57,0.5597686375321337,0.5845115681233933,0.59375,0.6226851851851852,V1
123,58,0.42705655526992287,0.4662596401028278,0.5894097222222222,0.6270254629629629,V1
124,59,0.5723007712082262,0.6041131105398457,0.5651041666666666,0.5983796296296297,V1
125,60,0.3088046272493573,0.34575835475578404,0.8266782407407407,0.8619791666666666,V1
126,60,0.3110539845758355,0.3531491002570694,0.6646412037037037,0.6912615740740741,V1
127,60,0.45629820051413883,0.4884318766066838,0.5784143518518519,0.625,V1
128,61,0.5006426735218509,0.5449871465295629,0.14149305555555555,0.1880787037037037,V1
129,62,0.7419665809768637,0.7766709511568124,0.5827546296296297,0.6293402777777778,V1
130,63,0.25931876606683807,0.3036632390745501,0.5295138888888888,0.5717592592592593,V1
131,63,0.21754498714652956,0.2519280205655527,0.6050347222222222,0.6493055555555556,V1
132,64,0.23232647814910026,0.2667095115681234,0.31886574074074076,0.3611111111111111,V1
133,64,0.6336760925449871,0.6680591259640103,0.6403356481481481,0.6825810185185185,V1
134,65,0.35796915167095117,0.41966580976863754,0.7045717592592593,0.7491319444444444,V1
135,65,0.22236503856041132,0.27667095115681234,0.6579861111111112,0.6935763888888888,V1
136,66,0.3309768637532134,0.3827120822622108,0.6759259259259259,0.7358217592592593,V1
137,67,0.42705655526992287,0.47847043701799485,0.7601273148148148,0.8067129629629629,V1
138,68,0.2275064267352185,0.2741002570694087,0.8156828703703703,0.8599537037037037,V1
139,68,0.25931876606683807,0.3110539845758355,0.7867476851851852,0.8223379629629629,V1
140,68,0.2101542416452442,0.23714652956298202,0.8423032407407407,0.8752893518518519,V1
141,69,0.8062339331619537,0.8454370179948586,0.6935763888888888,0.7225115740740741,V1
142,69,0.6902313624678663,0.7445372750642674,0.8223379629629629,0.8599537037037037,V1
143,69,0.6188946015424165,0.6706298200514139,0.8289930555555556,0.8776041666666666,V1
144,70,0.6262853470437018,0.6658097686375322,0.22569444444444445,0.2566550925925926,V1
145,70,0.5205655526992288,0.5671593830334191,0.7491319444444444,0.7867476851851852,V1
146,71,0.44890745501285345,0.49839331619537275,0.8133680555555556,0.8553240740740741,V1
147,71,0.4514781491002571,0.4910025706940874,0.6336805555555556,0.6759259259259259,V1
148,72,0.2570694087403599,0.29884318766066836,0.6137152777777778,0.6603009259259259,V1
149,72,0.3505784061696658,0.40713367609254497,0.6846064814814815,0.7358217592592593,V1
150,72,0.43926735218509,0.4958226221079691,0.8266782407407407,0.8799189814814815,V1
151,73,0.5671593830334191,0.609254498714653,0.5917245370370371,0.6316550925925926,V1
152,73,0.5228149100257069,0.5697300771208226,0.6669560185185185,0.7092013888888888,V1
153,73,0.6658097686375322,0.6953727506426736,0.7401620370370371,0.7867476851851852,V1
154,74,0.2741002570694087,0.3184447300771208,0.6603009259259259,0.7025462962962963,V1
155,75,0.34318766066838047,0.3949228791773779,0.8090277777777778,0.8553240740740741,V1
156,76,0.46368894601542415,0.5080334190231363,0.8067129629629629,0.8466435185185185,V1
157,77,0.131426735218509,0.17834190231362468,0.4652777777777778,0.5072337962962963,V1
158,78,0.45893719806763283,0.5040257648953301,0.19522776572668113,0.27331887201735355,V1
159,78,0.5442834138486312,0.6103059581320451,0.3210412147505423,0.4121475054229935,V1
160,78,0.4895330112721417,0.5314009661835749,0.5531453362255966,0.6247288503253796,V1
161,78,0.46537842190016104,0.5281803542673108,0.4316702819956616,0.5140997830802603,V1
162,79,0.41227506426735216,0.46883033419023135,0.5737847222222222,0.6359953703703703,V1
163,79,0.41227506426735216,0.47847043701799485,0.6513310185185185,0.6892361111111112,V1
164,80,0.17095115681233933,0.22011568123393316,0.6270254629629629,0.6626157407407407,V1
165,81,0.6902313624678663,0.7297557840616966,0.6559606481481481,0.7002314814814815,V1
166,81,0.9019922879177378,0.9267352185089974,0.6203703703703703,0.6646412037037037,V1
167,81,0.38753213367609257,0.4219151670951157,0.9152199074074074,0.9508101851851852,V1
168,81,0.4466580976863753,0.4810411311053985,0.9331597222222222,0.9551504629629629,V1
169,82,0.5819408740359897,0.6262853470437018,0.47858796296296297,0.5118634259259259,V1
170,83,0.32840616966580977,0.38496143958868895,0.7601273148148148,0.8110532407407407,V1
171,83,0.42705655526992287,0.4662596401028278,0.5471643518518519,0.5827546296296297,V1
172,84,0.2249357326478149,0.26446015424164526,0.39438657407407407,0.4409722222222222,V1
173,84,0.20533419023136246,0.24710796915167096,0.48292824074074076,0.5338541666666666,V1
174,85,0.4440874035989717,0.5032133676092545,0.7711226851851852,0.8266782407407407,V1
175,86,0.19312339331619538,0.2249357326478149,0.4652777777777778,0.5052083333333334,V1
176,87,0.5006426735218509,0.5501285347043702,0.8156828703703703,0.8599537037037037,V1
177,88,0.40713367609254497,0.4466580976863753,0.19241898148148148,0.23032407407407407,V1
178,88,0.7519280205655527,0.7840616966580977,0.5162037037037037,0.5517939814814815,V1
179,89,0.45555555555555555,0.5133333333333333,0.46584699453551914,0.49863387978142076,V1
180,89,0.41555555555555557,0.4577777777777778,0.5300546448087432,0.569672131147541,V1
181,90,0.18573264781491003,0.23232647814910026,0.4496527777777778,0.49189814814814814,V1
182,91,0.27667095115681234,0.32101542416452444,0.6293402777777778,0.6646412037037037,V1
183,92,0.23714652956298202,0.27924164524421596,0.5338541666666666,0.5651041666666666,V1
184,92,0.20790488431876605,0.22975578406169667,0.6050347222222222,0.6426504629629629,V1
185,92,0.23489717223650386,0.27667095115681234,0.6027199074074074,0.6270254629629629,V1
186,93,0.4366966580976864,0.4810411311053985,0.6802662037037037,0.7201967592592593,V1
187,94,0.22975578406169667,0.2866323907455013,0.49855324074074076,0.5405092592592593,V1
188,94,0.2152956298200514,0.26446015424164526,0.5737847222222222,0.6183449074074074,V1
189,95,0.830655526992288,0.875,0.625,0.6736111111111112,V1
190,95,0.3480077120822622,0.41452442159383035,0.7135416666666666,0.7624421296296297,V1
191,95,0.5649100257069408,0.62146529562982,0.6536458333333334,0.7068865740740741,V1
192,96,0.34575835475578404,0.4023136246786632,0.6403356481481481,0.6979166666666666,V1
193,96,0.3653598971722365,0.41452442159383035,0.7844328703703703,0.8333333333333334,V1
194,97,0.3383676092544987,0.39974293059125965,0.5295138888888888,0.5760995370370371,V1
195,98,0.7297557840616966,0.7766709511568124,0.8156828703703703,0.8619791666666666,V1
196,98,0.8210154241645244,0.8775706940874036,0.6226851851851852,0.6912615740740741,V1
197,99,0.7962724935732648,0.8505784061696658,0.625,0.6846064814814815,V1
198,99,0.6902313624678663,0.7641388174807198,0.7158564814814815,0.7777777777777778,V1
199,99,0.3332262210796915,0.39010282776349614,0.5361689814814815,0.6027199074074074,V1
200,99,0.2570694087403599,0.30623393316195374,0.07262731481481481,0.12818287037037038,V1
201,99,0.3184447300771208,0.36053984575835474,0.06394675925925926,0.12818287037037038,V1
202,100,0.4186666666666667,0.48,0.08533333333333333,0.14133333333333334,V1
203,100,0.23466666666666666,0.26666666666666666,0.6986666666666667,0.7493333333333333,V1
204,100,0.3466666666666667,0.3973333333333333,0.672,0.7226666666666667,V1
205,101,0.2544987146529563,0.301413881748072,0.12152777777777778,0.16145833333333334,V1
206,101,0.16838046272493573,0.23489717223650386,0.7178819444444444,0.7844328703703703,V1
207,102,0.2741002570694087,0.323586118251928,0.6160300925925926,0.6646412037037037,V1
208,103,0.6854113110539846,0.747107969151671,0.7225115740740741,0.7557870370370371,V1
209,103,0.8480077120822622,0.8849614395886889,0.7424768518518519,0.7957175925925926,V1
210,104,0.131426735218509,0.17577120822622108,0.7268518518518519,0.7890625,V1
211,104,0.26446015424164526,0.2962724935732648,0.7977430555555556,0.8553240740740741,V1
212,104,0.2275064267352185,0.2718508997429306,0.6070601851851852,0.6669560185185185,V1
213,104,0.5279562982005142,0.5819408740359897,0.8266782407407407,0.8576388888888888,V1
214,105,0.44183804627249357,0.5032133676092545,0.5538194444444444,0.5960648148148148,V1
215,106,0.24710796915167096,0.3110539845758355,0.6293402777777778,0.6846064814814815,V1
216,107,0.48361182519280205,0.5228149100257069,0.8642939814814815,0.9108796296296297,V1
217,107,0.4910025706940874,0.5327763496143959,0.07494212962962964,0.13252314814814814,V1
218,107,0.5375964010282777,0.6362467866323908,0.039641203703703706,0.11053240740740741,V1
219,108,0.38496143958868895,0.45629820051413883,0.03298611111111111,0.08159722222222222,V1
220,108,0.2249357326478149,0.30623393316195374,0.19039351851851852,0.2679398148148148,V1
221,108,0.6166452442159382,0.6754498714652957,0.8576388888888888,0.8842592592592593,V1
222,109,0.8258354755784062,0.8823907455012854,0.6692708333333334,0.7158564814814815,V1
223,109,0.7175449871465296,0.7741002570694088,0.8223379629629629,0.8619791666666666,V1
224,109,0.7027634961439588,0.759318766066838,0.8619791666666666,0.9065393518518519,V1
225,110,0.1661631419939577,0.22658610271903323,0.37777777777777777,0.4740740740740741,V1
226,110,0.10574018126888217,0.16314199395770393,0.13703703703703704,0.2111111111111111,V1
227,110,0.27492447129909364,0.3293051359516616,0.29259259259259257,0.37037037037037035,V1
228,111,0.587082262210797,0.6240359897172236,0.5784143518518519,0.6226851851851852,V1
229,111,0.5279562982005142,0.577120822622108,0.3055555555555556,0.3611111111111111,V1
230,112,0.5475578406169666,0.599293059125964,0.6513310185185185,0.6935763888888888,V1
231,112,0.40488431876606684,0.4440874035989717,0.3012152777777778,0.3411458333333333,V1
232,112,0.4466580976863753,0.49839331619537275,0.8599537037037037,0.9085648148148148,V1
233,113,0.7345758354755784,0.7741002570694088,0.6935763888888888,0.7291666666666666,V1
234,113,0.8110539845758354,0.8676092544987146,0.6912615740740741,0.7401620370370371,V1
235,114,0.5131748071979434,0.5745501285347043,0.8842592592592593,0.9418402777777778,V1
236,114,0.23489717223650386,0.2940231362467866,0.6004050925925926,0.6536458333333334,V1
237,114,0.49839331619537275,0.5475578406169666,0.09259259259259259,0.13917824074074073,V1
238,115,0.5597686375321337,0.6115038560411311,0.7201967592592593,0.7491319444444444,V1
239,116,0.20790488431876605,0.24710796915167096,0.7158564814814815,0.7800925925925926,V1
240,117,0.6584190231362468,0.7175449871465296,0.7511574074074074,0.8000578703703703,V1
241,117,0.6680591259640103,0.7027634961439588,0.5983796296296297,0.6603009259259259,V1
242,118,0.10443444730077121,0.16356041131105398,0.30787037037037035,0.3611111111111111,V1
243,118,0.11407455012853471,0.16838046272493573,0.5338541666666666,0.5804398148148148,V1
244,119,0.5449871465295629,0.5893316195372751,0.6825810185185185,0.7358217592592593,V1
245,119,0.4958226221079691,0.5353470437017995,0.7601273148148148,0.7977430555555556,V1
246,120,0.27924164524421596,0.3184447300771208,0.47193287037037035,0.5205439814814815,V1
247,121,0.5032133676092545,0.5327763496143959,0.7002314814814815,0.7534722222222222,V1
248,121,0.62146529562982,0.6754498714652957,0.33449074074074076,0.3744212962962963,V1
249,122,0.37532133676092544,0.39749357326478146,0.3587962962962963,0.39207175925925924,V1
250,122,0.7124035989717223,0.747107969151671,0.7445023148148148,0.7757523148148148,V1
251,123,0.40488431876606684,0.46883033419023135,0.6536458333333334,0.6869212962962963,V1
252,123,0.39749357326478146,0.44890745501285345,0.6070601851851852,0.6449652777777778,V1
253,124,0.38496143958868895,0.42705655526992287,0.5517939814814815,0.5850694444444444,V1
254,124,0.37275064267352187,0.44183804627249357,0.5850694444444444,0.6559606481481481,V1
255,125,0.48361182519280205,0.5475578406169666,0.8576388888888888,0.8885995370370371,V1
256,125,0.577120822622108,0.6388174807197944,0.8799189814814815,0.9065393518518519,V1
257,126,0.5449871465295629,0.5745501285347043,0.9042245370370371,0.9618055555555556,V1
258,126,0.6066838046272494,0.6658097686375322,0.8932291666666666,0.9285300925925926,V1
259,127,0.3531491002570694,0.41227506426735216,0.9418402777777778,0.9907407407407407,V1
260,127,0.18573264781491003,0.23714652956298202,0.6004050925925926,0.6513310185185185,V1
261,128,0.39974293059125965,0.44890745501285345,0.8376736111111112,0.8865740740740741,V1
262,128,0.34575835475578404,0.38753213367609257,0.8842592592592593,0.9331597222222222,V1
263,129,0.5671593830334191,0.5967223650385605,0.7112268518518519,0.7445023148148148,V1
264,129,0.6805912596401028,0.7323264781491002,0.6469907407407407,0.6979166666666666,V1
265,130,0.323586118251928,0.3827120822622108,0.6825810185185185,0.7378472222222222,V1
266,130,0.43444730077120824,0.49839331619537275,0.9108796296296297,0.9664351851851852,V1
267,130,0.29145244215938304,0.3383676092544987,0.8686342592592593,0.9331597222222222,V1
268,131,0.27667095115681234,0.3088046272493573,0.8998842592592593,0.9398148148148148,V1
269,131,0.2888817480719794,0.3357969151670951,0.8776041666666666,0.9065393518518519,V1
270,132,0.7124035989717223,0.7667095115681234,0.7112268518518519,0.7667824074074074,V1
271,133,0.7027634961439588,0.769280205655527,0.6736111111111112,0.7335069444444444,V1
272,133,0.43926735218509,0.49839331619537275,0.8532986111111112,0.9175347222222222,V1
273,134,0.4896907216494845,0.5515463917525774,0.40540540540540543,0.4826254826254826,V1
274,134,0.30412371134020616,0.3917525773195876,0.4247104247104247,0.46332046332046334,V1
275,134,0.7010309278350515,0.7989690721649485,0.4594594594594595,0.525096525096525,V1
276,135,0.3939043209876543,0.4074074074074074,0.5260416666666666,0.5590277777777778,V1
277,135,0.37364969135802467,0.3854166666666667,0.4600694444444444,0.4855324074074074,V1
278,135,0.43113425925925924,0.453125,0.6226851851851852,0.6657986111111112,V1
279,135,0.37017746913580246,0.3888888888888889,0.5642361111111112,0.5795717592592593,V1
280,136,0.4836033950617284,0.503858024691358,0.3460648148148148,0.37905092592592593,V1
281,136,0.3279320987654321,0.3566743827160494,0.5008680555555556,0.5541087962962963,V1
282,137,0.7863110539845758,0.8431876606683805,0.5494791666666666,0.5917245370370371,V1
283,138,0.20276349614395886,0.2422879177377892,0.6160300925925926,0.6692708333333334,V1
284,139,0.2249357326478149,0.2718508997429306,0.7158564814814815,0.7601273148148148,V1
285,139,0.2101542416452442,0.269280205655527,0.7667824074074074,0.8000578703703703,V1
286,139,0.2101542416452442,0.24967866323907456,0.8067129629629629,0.8376736111111112,V1
287,139,0.2940231362467866,0.3383676092544987,0.8110532407407407,0.8509837962962963,V1
288,140,0.4958226221079691,0.5449871465295629,0.8356481481481481,0.8865740740740741,V1
289,140,0.46368894601542415,0.5032133676092545,0.6759259259259259,0.7045717592592593,V1
290,141,0.7544987146529563,0.7888817480719794,0.3587962962962963,0.39641203703703703,V1
291,141,0.653598971722365,0.6928020565552699,0.6979166666666666,0.7511574074074074,V1
292,141,0.8036632390745502,0.8701799485861182,0.6912615740740741,0.7511574074074074,V1
293,142,0.7567480719794345,0.8084832904884319,0.5960648148148148,0.6426504629629629,V1
294,143,0.6018637532133676,0.6584190231362468,0.5538194444444444,0.5894097222222222,V1
295,144,0.4219151670951157,0.4736503856041131,0.37644675925925924,0.40769675925925924,V1
296,145,0.43444730077120824,0.461439588688946,0.9464699074074074,0.9684606481481481,V1
297,146,0.7618894601542416,0.7988431876606684,0.4852430555555556,0.5251736111111112,V1
298,146,0.781491002570694,0.8184447300771208,0.6736111111111112,0.7291666666666666,V1
299,147,0.3161953727506427,0.35539845758354754,0.37210648148148145,0.40306712962962965,V1
300,148,0.8084832904884319,0.8454370179948586,0.7667824074074074,0.8156828703703703,V1
301,148,0.131426735218509,0.18573264781491003,0.2722800925925926,0.31221064814814814,V1
302,148,0.8553984575835476,0.8823907455012854,0.7335069444444444,0.7711226851851852,V1
303,149,0.2544987146529563,0.29884318766066836,0.4386574074074074,0.4895833333333333,V1
304,149,0.37532133676092544,0.4366966580976864,0.6449652777777778,0.7068865740740741,V1
305,149,0.39235218508997427,0.44183804627249357,0.7158564814814815,0.7557870370370371,V1
306,150,0.4958226221079691,0.5353470437017995,0.6935763888888888,0.7178819444444444,V1
307,150,0.43926735218509,0.49839331619537275,0.7135416666666666,0.7424768518518519,V1
308,150,0.5449871465295629,0.5893316195372751,0.8576388888888888,0.9198495370370371,V1
309,151,0.5697300771208226,0.609254498714653,0.28125,0.3365162037037037,V1
310,151,0.5796915167095116,0.62146529562982,0.1947337962962963,0.24131944444444445,V1
311,151,0.4466580976863753,0.5032133676092545,0.7045717592592593,0.7468171296296297,V1
312,151,0.5723007712082262,0.6362467866323908,0.7578125,0.8090277777777778,V1
313,152,0.42705655526992287,0.4810411311053985,0.20572916666666666,0.27662037037037035,V1
314,152,0.37275064267352187,0.4244858611825193,0.8576388888888888,0.9351851851851852,V1
315,153,0.42705655526992287,0.47847043701799485,0.625,0.6736111111111112,V1
316,153,0.5449871465295629,0.5893316195372751,0.5870949074074074,0.6270254629629629,V1
317,154,0.2814910025706941,0.3088046272493573,0.2037037037037037,0.22366898148148148,V1
318,155,0.22975578406169667,0.2519280205655527,0.7934027777777778,0.8466435185185185,V1
319,155,0.39974293059125965,0.45629820051413883,0.8666087962962963,0.9265046296296297,V1
320,156,0.20790488431876605,0.2570694087403599,0.23900462962962962,0.2679398148148148,V1
321,156,0.1487789203084833,0.19794344473007713,0.5405092592592593,0.6070601851851852,V1
322,157,0.6706298200514139,0.7223650385604113,0.7777777777777778,0.8023726851851852,V1
323,157,0.6976221079691517,0.7297557840616966,0.6979166666666666,0.7378472222222222,V1
324,157,0.8284061696658098,0.8676092544987146,0.49189814814814814,0.5584490740740741,V1
325,158,0.47847043701799485,0.5228149100257069,0.8932291666666666,0.9464699074074074,V1
326,158,0.4466580976863753,0.4736503856041131,0.8865740740740741,0.9308449074074074,V1
